Impressions,Clicks,Sales,Spend,Marketplace,Ad_group,Orders,Units
16777,72,606.89,121.378,Walmart,PPC_Marketing,10,11
36407,44,345.53,69.106,Walmart,PPC_Marketing,3,3
10100,66,744.94,372.47,Walmart,Outdoor_Marketing,6,6
115804,155,295.98,147.99,Walmart,Outdoor_Marketing,2,2
65202,74,534.16,267.08,Walmart,Outdoor_Marketing,11,14
46818,139,2128.35,1064.175,Walmart,Outdoor_Marketing,15,17
40864,77,264.97,132.485,Walmart,Outdoor_Marketing,3,5
10726,21,129.98,64.99,Walmart,Outdoor_Marketing,1,2
2126,6,102.99,20.598,Walmart,Digital_ad,1,1
10058,43,283.96,56.792,Walmart,Digital_ad,3,4
8445,18,825.83,165.166,Walmart,Digital_ad,7,7
82754,148,2893.33,578.666,Walmart,PPC_Marketing,20,21
26024,52,346.01,69.202,Walmart,PPC_Marketing,3,3
21919,103,2180.79,436.158,Walmart,PPC_Marketing,20,21
24840,31,112.28,22.456,Walmart,PPC_Marketing,2,2
117235,165,2098.77,1049.385,Walmart,Outdoor_Marketing,12,14
11815,49,792.92,396.46,Walmart,Outdoor_Marketing,8,8
33209,45,676.86,338.43,Walmart,Outdoor_Marketing,3,4
13181,5,283.98,141.99,Walmart,Outdoor_Marketing,2,2
89025,206,1117.87,558.935,Walmart,Outdoor_Marketing,10,11
60138,124,1549.77,774.885,Walmart,Outdoor_Marketing,13,20
19491,43,1173.85,586.925,Walmart,Outdoor_Marketing,7,15
14014,53,617.44,123.488,Walmart,Digital_ad,7,8
7278,15,109.99,21.998,Walmart,Digital_ad,1,1
97114,213,4580.08,916.016,Walmart,PPC_Marketing,32,37
2143,6,171.99,34.398,Walmart,PPC_Marketing,1,1
35969,105,967.09,193.418,Walmart,PPC_Marketing,13,15
3689,13,251.99,50.398,Walmart,PPC_Marketing,1,1
8134,32,339.32,67.864,Walmart,PPC_Marketing,9,10
20921,51,508.96,254.48,Walmart,Outdoor_Marketing,3,4
82648,109,486.17,243.085,Walmart,Outdoor_Marketing,3,3
10726,39,1459.88,729.94,Walmart,Outdoor_Marketing,11,12
61915,47,967.43,483.715,Walmart,Outdoor_Marketing,16,17
71050,156,2370.71,1185.355,Walmart,Outdoor_Marketing,18,33
21758,61,947.95,473.975,Walmart,Outdoor_Marketing,5,5
9744,13,188.89,37.778,Walmart,Digital_ad,1,1
19258,37,166.99,83.495,Walmart,Outdoor_Marketing,1,1
33129,58,1217.91,243.582,Walmart,PPC_Marketing,9,9
22011,19,548.86,109.772,Walmart,PPC_Marketing,5,5
9593,75,260.96,52.192,Walmart,PPC_Marketing,5,6
20045,59,575.01,115.002,Walmart,PPC_Marketing,11,13
47403,71,134.99,67.495,Walmart,Outdoor_Marketing,1,1
4896,29,453.46,226.73,Walmart,Outdoor_Marketing,3,4
61902,45,89.98,44.99,Walmart,Outdoor_Marketing,2,2
7707,5,69.99,34.995,Walmart,Outdoor_Marketing,1,1
73660,295,854.95,427.475,Walmart,Outdoor_Marketing,5,5
20962,36,484.87,96.974,Walmart,Digital_ad,6,6
10943,28,555.95,111.19,Walmart,Digital_ad,5,5
26360,49,1018.93,203.786,Walmart,PPC_Marketing,6,7
18363,40,1136.48,227.296,Walmart,PPC_Marketing,11,12
43083,126,681.39,136.278,Walmart,PPC_Marketing,12,12
2048,7,290.57,58.114,Walmart,PPC_Marketing,2,3
12218,31,419.98,209.99,Walmart,Outdoor_Marketing,2,2
14433,59,584.95,292.475,Walmart,Outdoor_Marketing,5,5
65675,57,262.92,131.46,Walmart,Outdoor_Marketing,7,8
15107,26,355.93,177.965,Walmart,Outdoor_Marketing,4,7
52145,56,221.73,110.865,Walmart,Outdoor_Marketing,2,3
63420,205,694.84,347.42,Walmart,Outdoor_Marketing,5,6
18369,22,273.97,54.794,Walmart,Digital_ad,3,3
2131,6,140.96,28.192,Walmart,Digital_ad,2,2
25553,84,406.99,81.398,Walmart,TV_ad,1,1
14754,23,152.77,30.554,Walmart,Digital_ad,3,3
19178,34,1042.39,208.478,Walmart,PPC_Marketing,7,7
14387,30,412.97,82.594,Walmart,PPC_Marketing,3,3
30090,106,863.89,172.778,Walmart,PPC_Marketing,9,11
24517,27,245.99,49.198,Walmart,PPC_Marketing,1,1
8885,55,558.95,279.475,Walmart,Outdoor_Marketing,3,5
6199,17,400.98,200.49,Walmart,Outdoor_Marketing,2,2
43203,38,258.94,129.47,Walmart,Outdoor_Marketing,6,6
37619,70,881.86,440.93,Walmart,Outdoor_Marketing,8,14
37316,73,854.74,427.37,Walmart,Outdoor_Marketing,4,11
75517,202,806.94,403.47,Walmart,Outdoor_Marketing,5,6
12537,8,205.98,41.196,Walmart,Digital_ad,2,2
8274,25,52.99,10.598,Walmart,Digital_ad,1,1
38097,122,520.98,104.196,Walmart,TV_ad,2,2
6721,12,174.99,34.998,Walmart,PPC_Marketing,1,1
43227,51,526.96,105.392,Walmart,PPC_Marketing,4,4
11687,19,319.62,63.924,Walmart,PPC_Marketing,4,4
74674,262,2098.9,419.78,Walmart,PPC_Marketing,31,32
2911,5,251.99,50.398,Walmart,PPC_Marketing,1,1
26047,34,321.18,64.236,Walmart,PPC_Marketing,2,2
19230,40,53.07,10.614,Walmart,PPC_Marketing,2,3
22111,49,88.99,44.495,Walmart,Outdoor_Marketing,1,1
12281,62,1496.4,748.2,Walmart,Outdoor_Marketing,9,12
8384,20,22.72,11.36,Walmart,Outdoor_Marketing,1,1
24045,27,284.97,142.485,Walmart,Outdoor_Marketing,3,3
6024,12,99.99,49.995,Walmart,Outdoor_Marketing,1,1
20681,46,93.99,46.995,Walmart,Outdoor_Marketing,1,1
5666,14,640.95,128.19,Walmart,Digital_ad,4,5
22968,51,680.86,136.172,Walmart,Digital_ad,4,4
11910,46,322.6,64.52,Walmart,PPC_Marketing,6,6
3642,6,171.99,34.398,Walmart,PPC_Marketing,1,1
23748,129,924.48,184.896,Walmart,PPC_Marketing,19,22
14268,65,778.94,389.47,Walmart,Outdoor_Marketing,5,8
5909,6,56.65,28.325,Walmart,Outdoor_Marketing,1,1
47441,53,408.89,204.445,Walmart,Outdoor_Marketing,9,11
45797,42,219.98,109.99,Walmart,Outdoor_Marketing,2,2
19369,61,519.94,259.97,Walmart,Outdoor_Marketing,3,6
728,1,55.99,11.198,Walmart,Digital_ad,1,1
46830,71,522.95,104.59,Walmart,PPC_Marketing,5,5
23238,137,188.93,37.786,Walmart,PPC_Marketing,6,7
15260,69,298.97,149.485,Walmart,Outdoor_Marketing,3,3
8619,16,165.99,82.995,Walmart,Outdoor_Marketing,1,1
35962,72,345.78,172.89,Walmart,Outdoor_Marketing,9,9
13410,23,340.15,170.075,Walmart,Outdoor_Marketing,4,4
25795,62,450.94,225.47,Walmart,Outdoor_Marketing,3,6
10669,21,272.97,54.594,Walmart,Digital_ad,3,3
2729,9,105.77,21.154,Walmart,Digital_ad,1,1
44142,88,1047.95,209.59,Walmart,TV_ad,4,5
5155,7,373.97,74.794,Walmart,Social_Media,3,3
13042,21,413.98,82.796,Walmart,PPC_Marketing,2,2
16482,57,1166.69,233.338,Walmart,PPC_Marketing,11,11
5329,15,412.26,82.452,Walmart,PPC_Marketing,4,4
32222,128,1518.46,303.692,Walmart,PPC_Marketing,16,22
54186,279,1737.46,347.492,Walmart,PPC_Marketing,26,35
5310,32,331.97,165.985,Walmart,Outdoor_Marketing,3,3
240080,449,496.74,248.37,Walmart,Outdoor_Marketing,6,6
13299,40,1119.91,559.955,Walmart,Outdoor_Marketing,5,9
60022,77,209.94,104.97,Walmart,Outdoor_Marketing,6,6
11779,26,309.96,154.98,Walmart,Outdoor_Marketing,2,4
4309,16,62.99,31.495,Walmart,Outdoor_Marketing,1,1
29594,54,74.99,37.495,Walmart,Outdoor_Marketing,1,1
36524,17,273.87,54.774,Walmart,Digital_ad,3,3
36293,86,398.84,79.768,Walmart,TV_ad,4,7
17054,56,911.33,182.266,Walmart,PPC_Marketing,7,7
23090,54,93.99,18.798,Walmart,PPC_Marketing,1,1
11662,24,392.97,78.594,Walmart,PPC_Marketing,3,3
1623,5,286.2,57.24,Walmart,PPC_Marketing,2,2
42562,259,827.89,165.578,Walmart,PPC_Marketing,23,28
58079,142,637.53,318.765,Walmart,Outdoor_Marketing,7,7
10628,12,374.97,187.485,Walmart,Outdoor_Marketing,1,3
65760,84,655.85,327.925,Walmart,Outdoor_Marketing,14,15
34877,68,189.99,94.995,Walmart,Outdoor_Marketing,1,1
13088,21,96.88,48.44,Walmart,Outdoor_Marketing,2,2
32708,59,143.98,28.796,Walmart,Digital_ad,2,2
43984,101,1168.65,233.73,Walmart,TV_ad,4,5
15603,43,363.75,72.75,Walmart,PPC_Marketing,5,5
8117,15,163.99,32.798,Walmart,PPC_Marketing,1,1
8038,8,176.99,35.398,Walmart,PPC_Marketing,1,1
2218,6,503.98,100.796,Walmart,PPC_Marketing,2,2
82652,279,872.69,174.538,Walmart,PPC_Marketing,21,32
11143,27,339.98,169.99,Walmart,Outdoor_Marketing,2,2
19554,22,134.64,67.32,Walmart,Outdoor_Marketing,2,2
50568,48,1044.88,522.44,Walmart,Outdoor_Marketing,9,12
798,3,479.94,239.97,Walmart,Outdoor_Marketing,1,6
6968,22,54.99,27.495,Walmart,Outdoor_Marketing,1,1
28617,71,1849.94,369.988,Walmart,TV_ad,6,6
18263,65,207.27,41.454,Walmart,PPC_Marketing,3,3
10427,19,707.95,141.59,Walmart,PPC_Marketing,4,5
5013,5,524.98,104.996,Walmart,PPC_Marketing,2,2
13017,45,407.95,203.975,Walmart,Outdoor_Marketing,4,5
79533,68,549.9,274.95,Walmart,Outdoor_Marketing,9,10
7933,21,178.47,89.235,Walmart,Outdoor_Marketing,2,3
1033,2,93.32,18.664,Walmart,Digital_ad,1,1
20361,95,444.97,88.994,Walmart,TV_ad,3,3
6237,4,119.98,23.996,Walmart,Social_Media,1,2
5655,24,1245.92,249.184,Walmart,PPC_Marketing,8,8
30279,96,1244.88,248.976,Walmart,PPC_Marketing,12,12
8325,8,279.98,139.99,Walmart,Outdoor_Marketing,1,2
2476,11,147.99,73.995,Walmart,Outdoor_Marketing,1,1
7734,33,54.98,27.49,Walmart,Outdoor_Marketing,1,1
26158,46,87.54,17.508,Walmart,Digital_ad,1,1
116,1,94.98,18.996,Walmart,Digital_ad,1,1
30169,123,1050.93,210.186,Walmart,TV_ad,5,7
19600,54,863.94,172.788,Walmart,PPC_Marketing,6,6
25449,85,690.93,138.186,Walmart,PPC_Marketing,7,7
21594,21,51.99,10.398,Walmart,PPC_Marketing,1,1
5888,11,251.99,50.398,Walmart,PPC_Marketing,1,1
12861,40,329.97,164.985,Walmart,Outdoor_Marketing,1,3
23568,59,966.92,483.46,Walmart,Outdoor_Marketing,7,8
39989,127,2020.85,1010.425,Walmart,Outdoor_Marketing,12,13
10026,35,367.94,183.97,Walmart,Outdoor_Marketing,4,6
26920,52,437.7,87.54,Walmart,Digital_ad,5,5
55594,160,268.97,53.794,Walmart,TV_ad,3,3
53686,147,1184.65,236.93,Walmart,PPC_Marketing,16,20
18928,59,1205.32,241.064,Walmart,PPC_Marketing,14,18
3461,2,163.99,32.798,Walmart,PPC_Marketing,1,1
36941,99,871.45,435.725,Walmart,Outdoor_Marketing,5,7
32563,46,317.57,158.785,Walmart,Outdoor_Marketing,3,3
8770,17,474.93,237.465,Walmart,Outdoor_Marketing,3,7
35665,93,856.3,171.26,Walmart,Digital_ad,10,10
4085,8,156.98,31.396,Walmart,Digital_ad,2,2
72758,152,1009.52,201.904,Walmart,PPC_Marketing,15,18
11701,56,546.21,109.242,Walmart,PPC_Marketing,8,9
3507,9,24.99,4.998,Walmart,PPC_Marketing,1,1
41539,114,1593.86,796.93,Walmart,Outdoor_Marketing,5,22
31281,55,937.54,468.77,Walmart,Outdoor_Marketing,6,6
25720,59,113.99,56.995,Walmart,Outdoor_Marketing,1,1
3443,7,530.98,265.49,Walmart,Outdoor_Marketing,2,2
29918,59,404.91,202.455,Walmart,Outdoor_Marketing,9,9
12464,57,109.98,54.99,Walmart,Outdoor_Marketing,2,2
7377,22,281.96,140.98,Walmart,Outdoor_Marketing,3,4
11054,6,102.99,20.598,Walmart,Digital_ad,1,1
4808,7,197.99,39.598,Walmart,Digital_ad,1,1
100691,220,316.96,63.392,Walmart,TV_ad,3,4
8361,40,441.96,88.392,Walmart,PPC_Marketing,4,4
34527,46,931.94,186.388,Walmart,PPC_Marketing,6,6
19271,48,37.99,18.995,Walmart,Outdoor_Marketing,1,1
31225,48,142.49,71.245,Walmart,Outdoor_Marketing,2,2
25927,37,890.12,445.06,Walmart,Outdoor_Marketing,7,8
15747,49,350.98,175.49,Walmart,Outdoor_Marketing,2,2
27610,60,500.95,100.19,Walmart,Digital_ad,5,5
4857,8,516.97,103.394,Walmart,Digital_ad,3,3
14657,24,526.98,105.396,Walmart,TV_ad,2,2
22209,83,1406.86,281.372,Walmart,PPC_Marketing,17,17
31978,68,840.19,168.038,Walmart,PPC_Marketing,5,6
6309,3,205.99,41.198,Walmart,PPC_Marketing,1,1
91902,166,1947.9,973.95,Walmart,Outdoor_Marketing,7,10
37900,54,1301.91,650.955,Walmart,Outdoor_Marketing,4,9
25081,70,434.97,217.485,Walmart,Outdoor_Marketing,3,3
9238,10,1293.95,646.975,Walmart,Outdoor_Marketing,4,5
16851,38,131.99,65.995,Walmart,Outdoor_Marketing,1,1
15306,67,1262.8,631.4,Walmart,Outdoor_Marketing,6,10
40218,56,611.95,122.39,Walmart,Digital_ad,5,5
8153,8,44.49,8.898,Walmart,Digital_ad,1,1
14807,28,304.98,60.996,Walmart,Social_Media,2,2
26614,105,373.23,74.646,Walmart,PPC_Marketing,7,7
22560,77,692.92,138.584,Walmart,PPC_Marketing,8,8
17261,28,453.97,90.794,Walmart,PPC_Marketing,3,3
121734,214,913.83,182.766,Walmart,PPC_Marketing,16,17
9024,12,55.99,11.198,Walmart,PPC_Marketing,1,1
54437,105,563.95,281.975,Walmart,Outdoor_Marketing,4,5
47383,46,1308.41,654.205,Walmart,Outdoor_Marketing,6,11
12228,29,113.99,56.995,Walmart,Outdoor_Marketing,1,1
25497,40,1342.2,671.1,Walmart,Outdoor_Marketing,6,6
36465,57,283.98,141.99,Walmart,Outdoor_Marketing,3,5
11875,48,859.83,429.915,Walmart,Outdoor_Marketing,5,7
33852,77,703.92,140.784,Walmart,Digital_ad,8,8
7615,18,253.98,50.796,Walmart,Digital_ad,2,2
17321,57,312.61,62.522,Walmart,PPC_Marketing,5,5
21189,71,374.92,74.984,Walmart,PPC_Marketing,8,8
7940,14,38.99,7.798,Walmart,PPC_Marketing,1,1
14075,13,363.53,72.706,Walmart,PPC_Marketing,3,3
26968,30,240.98,48.196,Walmart,PPC_Marketing,2,2
11686,15,136.99,68.495,Walmart,Outdoor_Marketing,1,1
39250,76,601.59,300.795,Walmart,Outdoor_Marketing,6,6
13126,32,452.96,226.48,Walmart,Outdoor_Marketing,4,4
231742,155,460.61,230.305,Walmart,Outdoor_Marketing,11,12
87549,87,586.92,293.46,Walmart,Outdoor_Marketing,8,9
12601,25,528.21,264.105,Walmart,Outdoor_Marketing,3,4
5643,12,229.96,114.98,Walmart,Outdoor_Marketing,3,4
43380,91,690.93,138.186,Walmart,Digital_ad,5,7
5662,25,86.98,17.396,Walmart,PPC_Marketing,2,2
6986,12,28.99,5.798,Walmart,PPC_Marketing,1,1
9617,14,251.99,50.398,Walmart,PPC_Marketing,1,1
59819,116,1649.88,824.94,Walmart,Outdoor_Marketing,12,12
7546,21,313.98,156.99,Walmart,Outdoor_Marketing,2,2
98775,95,479.75,239.875,Walmart,Outdoor_Marketing,4,5
25164,28,279.98,139.99,Walmart,Outdoor_Marketing,2,2
6828,20,593.97,118.794,Walmart,Digital_ad,2,3
32033,83,116.99,23.398,Walmart,TV_ad,1,1
30520,55,710.21,142.042,Walmart,PPC_Marketing,6,9
22576,66,1489.49,297.898,Walmart,PPC_Marketing,11,11
14635,28,706.92,353.46,Walmart,Outdoor_Marketing,5,6
75102,120,1504.88,752.44,Walmart,Outdoor_Marketing,7,12
4474,11,113.99,56.995,Walmart,Outdoor_Marketing,1,1
82077,146,918.89,459.445,Walmart,Outdoor_Marketing,6,9
8971,14,154.64,77.32,Walmart,Outdoor_Marketing,2,2
34828,121,1748.82,349.764,Walmart,PPC_Marketing,18,19
8561,37,516.96,103.392,Walmart,PPC_Marketing,3,4
11849,17,426.98,85.396,Walmart,PPC_Marketing,2,2
14361,31,1073.93,214.786,Walmart,PPC_Marketing,7,7
84596,186,799.36,399.68,Walmart,Outdoor_Marketing,9,10
10726,22,199.99,99.995,Walmart,Outdoor_Marketing,1,1
145724,222,1497.36,748.68,Walmart,Outdoor_Marketing,15,15
8014,33,44.99,22.495,Walmart,Outdoor_Marketing,1,1
20156,57,251.96,125.98,Walmart,Outdoor_Marketing,2,4
26367,35,154.97,30.994,Walmart,PPC_Marketing,3,3
2761,7,19.65,3.93,Walmart,PPC_Marketing,1,1
18644,38,330.76,66.152,Walmart,PPC_Marketing,4,4
5994,12,513.98,102.796,Walmart,PPC_Marketing,2,2
13383,50,661.96,132.392,Walmart,PPC_Marketing,4,4
21063,50,627.96,313.98,Walmart,Outdoor_Marketing,4,4
84223,132,82.99,41.495,Walmart,Outdoor_Marketing,1,1
16193,27,449.97,224.985,Walmart,Outdoor_Marketing,3,3
42071,76,451.21,225.605,Walmart,Outdoor_Marketing,4,4
21544,43,134.98,67.49,Walmart,Outdoor_Marketing,2,2
9746,30,269.97,134.985,Walmart,Outdoor_Marketing,3,3
4221,8,486.95,97.39,Walmart,Digital_ad,3,5
9230,21,109.99,21.998,Walmart,Social_Media,1,1
8092,7,51.99,10.398,Walmart,PPC_Marketing,1,1
11051,23,680.97,136.194,Walmart,PPC_Marketing,3,3
15750,42,1085.94,217.188,Walmart,PPC_Marketing,6,6
7375,17,857.95,171.59,Walmart,PPC_Marketing,4,4
40244,74,1231.93,246.386,Walmart,PPC_Marketing,7,7
11611,33,307.97,153.985,Walmart,Outdoor_Marketing,2,3
91140,170,1634.81,817.405,Walmart,Outdoor_Marketing,10,15
36870,108,313.93,156.965,Walmart,Outdoor_Marketing,5,7
5597,7,164.98,32.996,Walmart,Digital_ad,2,2
59797,179,1265.67,253.134,Walmart,PPC_Marketing,16,20
17550,46,365.44,73.088,Walmart,PPC_Marketing,6,6
9399,40,1195.93,239.186,Walmart,PPC_Marketing,7,7
10956,20,503.98,100.796,Walmart,PPC_Marketing,2,2
30518,87,768.93,384.465,Walmart,Outdoor_Marketing,7,7
10440,37,399.98,199.99,Walmart,Outdoor_Marketing,2,2
35328,94,129.89,64.945,Walmart,Outdoor_Marketing,1,1
37966,91,1426.83,713.415,Walmart,Outdoor_Marketing,8,11
8422,25,66.99,13.398,Walmart,Digital_ad,1,1
4675,17,563.94,112.788,Walmart,PPC_Marketing,4,6
888,3,248.36,49.672,Walmart,PPC_Marketing,1,1
26973,75,1444.89,288.978,Walmart,PPC_Marketing,11,11
29522,40,311.98,62.396,Walmart,PPC_Marketing,2,2
41344,86,664.94,332.47,Walmart,Outdoor_Marketing,6,7
22160,70,479.6,239.8,Walmart,Outdoor_Marketing,6,6
6112,22,199.99,99.995,Walmart,Outdoor_Marketing,1,1
84758,168,311.85,155.925,Walmart,Outdoor_Marketing,5,5
72224,132,1312.42,656.21,Walmart,Outdoor_Marketing,11,18
10906,45,470.94,94.188,Walmart,Digital_ad,6,6
6658,39,316.98,63.396,Walmart,Social_Media,2,2
94101,208,515.91,103.182,Walmart,PPC_Marketing,9,9
39671,85,800.77,160.154,Walmart,PPC_Marketing,8,8
16004,54,819.92,163.984,Walmart,PPC_Marketing,8,8
23745,65,1336.89,267.378,Walmart,PPC_Marketing,9,11
240696,360,857.95,428.975,Walmart,Outdoor_Marketing,5,5
8847,49,59.99,29.995,Walmart,Outdoor_Marketing,1,1
10636,29,113.99,56.995,Walmart,Outdoor_Marketing,1,1
7677,29,199.99,99.995,Walmart,Outdoor_Marketing,1,1
58923,83,594.56,297.28,Walmart,Outdoor_Marketing,4,4
37958,62,150.98,75.49,Walmart,Outdoor_Marketing,2,2
8363,36,636.9,127.38,Walmart,Digital_ad,5,10
74339,173,856.76,171.352,Walmart,PPC_Marketing,15,15
15809,50,93.99,18.798,Walmart,PPC_Marketing,1,1
21593,57,432.96,86.592,Walmart,PPC_Marketing,4,4
17820,78,651.93,325.965,Walmart,Outdoor_Marketing,5,7
28985,67,299.97,149.985,Walmart,Outdoor_Marketing,3,3
69287,120,569.95,284.975,Walmart,Outdoor_Marketing,5,5
9605,43,513.97,256.985,Walmart,Outdoor_Marketing,3,3
195611,331,1120.66,560.33,Walmart,Outdoor_Marketing,9,10
40422,147,432.3,216.15,Walmart,Outdoor_Marketing,4,8
21648,55,354.98,70.996,Walmart,Social_Media,2,2
80702,147,1117.35,223.47,Walmart,PPC_Marketing,19,20
56555,181,2720.57,544.114,Walmart,PPC_Marketing,25,33
2655,5,196.59,39.318,Walmart,PPC_Marketing,1,1
6071,13,251.99,50.398,Walmart,PPC_Marketing,1,1
9266,17,120.99,24.198,Walmart,PPC_Marketing,1,1
24849,94,501.96,250.98,Walmart,Outdoor_Marketing,4,4
19489,60,1103.02,551.51,Walmart,Outdoor_Marketing,8,10
9468,28,723.15,361.575,Walmart,Outdoor_Marketing,6,7
11537,42,599.97,299.985,Walmart,Outdoor_Marketing,3,3
109617,159,482.76,241.38,Walmart,Outdoor_Marketing,4,4
19660,70,95.98,47.99,Walmart,Outdoor_Marketing,2,2
14528,52,355.96,71.192,Walmart,Digital_ad,4,4
26130,44,1140.21,228.042,Walmart,Digital_ad,9,9
83550,253,3125.3,625.06,Walmart,PPC_Marketing,35,36
14340,38,195.98,39.196,Walmart,PPC_Marketing,2,2
19196,82,469.97,93.994,Walmart,PPC_Marketing,3,3
26199,25,279.18,55.836,Walmart,PPC_Marketing,2,2
17141,64,197.98,98.99,Walmart,Outdoor_Marketing,2,2
6119,5,104.97,52.485,Walmart,Outdoor_Marketing,1,3
14720,46,713.96,356.98,Walmart,Outdoor_Marketing,4,4
46743,141,679.93,339.965,Walmart,Outdoor_Marketing,5,7
56646,213,116.99,58.495,Walmart,Outdoor_Marketing,1,1
22020,60,681.24,136.248,Walmart,Digital_ad,9,9
31137,32,243.96,48.792,Walmart,Digital_ad,4,4
9416,10,219.98,43.996,Walmart,Digital_ad,1,2
46181,183,1589.59,317.918,Walmart,PPC_Marketing,27,27
81318,302,3099.11,619.822,Walmart,PPC_Marketing,34,35
6729,14,195.98,39.196,Walmart,PPC_Marketing,2,2
26343,120,662.51,331.255,Walmart,Outdoor_Marketing,5,5
14719,47,265.98,132.99,Walmart,Outdoor_Marketing,2,2
3635,10,113.99,56.995,Walmart,Outdoor_Marketing,1,1
25120,102,1006.95,503.475,Walmart,Outdoor_Marketing,4,5
77645,261,991.84,495.92,Walmart,Outdoor_Marketing,6,6
16933,58,889.9,177.98,Walmart,Digital_ad,9,10
41171,49,1005.86,201.172,Walmart,Digital_ad,13,14
16194,14,197.99,39.598,Walmart,Digital_ad,1,1
37870,180,1403.17,280.634,Walmart,PPC_Marketing,23,24
33793,107,1396.22,279.244,Walmart,PPC_Marketing,18,18
7514,5,495,99,Walmart,PPC_Marketing,2,2
12678,18,348.98,69.796,Walmart,PPC_Marketing,2,2
36946,103,319.97,159.985,Walmart,Outdoor_Marketing,3,3
24369,57,552.95,276.475,Walmart,Outdoor_Marketing,5,6
48476,189,1049.92,524.96,Walmart,Outdoor_Marketing,8,8
11044,33,228.98,114.49,Walmart,Outdoor_Marketing,2,2
21088,39,149.98,74.99,Walmart,Outdoor_Marketing,2,2
120648,380,517.76,258.88,Walmart,Outdoor_Marketing,4,4
14638,62,766.96,153.392,Walmart,Digital_ad,9,9
34069,51,356.95,71.39,Walmart,Digital_ad,5,5
8285,12,366.48,73.296,Walmart,PPC_Marketing,3,3
3490,12,95.94,19.188,Walmart,PPC_Marketing,1,6
36322,120,582.96,291.48,Walmart,Outdoor_Marketing,4,4
16733,29,409.96,204.98,Walmart,Outdoor_Marketing,3,4
24530,75,116.99,58.495,Walmart,Outdoor_Marketing,1,1
10288,14,113.3,56.65,Walmart,Outdoor_Marketing,1,2
106189,153,524.93,262.465,Walmart,Outdoor_Marketing,4,7
112024,313,907.12,453.56,Walmart,Outdoor_Marketing,6,8
17899,86,177.98,35.596,Walmart,Digital_ad,2,2
49851,56,252.02,50.404,Walmart,Digital_ad,4,4
7009,28,264.25,52.85,Walmart,PPC_Marketing,5,5
16911,32,450.97,90.194,Walmart,PPC_Marketing,5,5
11052,40,136.99,27.398,Walmart,PPC_Marketing,1,1
54653,364,1433.78,716.89,Walmart,Outdoor_Marketing,9,22
9335,32,336.97,168.485,Walmart,Outdoor_Marketing,2,3
21751,67,116.99,58.495,Walmart,Outdoor_Marketing,1,1
17276,52,291.98,145.99,Walmart,Outdoor_Marketing,2,2
16645,30,581.96,290.98,Walmart,Outdoor_Marketing,4,4
127727,197,1184.85,592.425,Walmart,Outdoor_Marketing,9,15
18823,99,927.43,185.486,Walmart,Digital_ad,10,10
12518,45,423.94,84.788,Walmart,Digital_ad,5,6
71182,211,796.69,159.338,Walmart,PPC_Marketing,11,11
22840,40,305.86,61.172,Walmart,PPC_Marketing,4,4
5836,21,696.96,139.392,Walmart,PPC_Marketing,4,4
6181,9,156.28,31.256,Walmart,PPC_Marketing,2,2
53213,91,547.96,109.592,Walmart,PPC_Marketing,4,4
27904,97,552.96,276.48,Walmart,Outdoor_Marketing,4,4
12572,33,99.99,49.995,Walmart,Outdoor_Marketing,1,1
30112,107,1038.94,519.47,Walmart,Outdoor_Marketing,6,6
30928,95,1342.92,671.46,Walmart,Outdoor_Marketing,8,8
18270,36,395.98,197.99,Walmart,Outdoor_Marketing,2,2
99694,179,699.56,349.78,Walmart,Outdoor_Marketing,7,13
19202,86,600.93,120.186,Walmart,Digital_ad,7,7
15260,76,882.7,176.54,Walmart,Digital_ad,12,12
5985,8,171.99,34.398,Walmart,PPC_Marketing,1,1
36755,36,385.9,77.18,Walmart,PPC_Marketing,2,4
22941,54,844.93,168.986,Walmart,PPC_Marketing,7,7
6462,15,510.96,102.192,Walmart,PPC_Marketing,4,4
56857,81,671.71,134.342,Walmart,PPC_Marketing,5,5
7485,32,167.98,83.99,Walmart,Outdoor_Marketing,2,2
23031,90,1044.9,522.45,Walmart,Outdoor_Marketing,9,10
24742,74,181.98,90.99,Walmart,Outdoor_Marketing,2,2
29904,81,217.98,108.99,Walmart,Outdoor_Marketing,2,2
21625,31,205.99,102.995,Walmart,Outdoor_Marketing,1,1
73813,159,806.75,403.375,Walmart,Outdoor_Marketing,12,13
10874,28,619.98,309.99,Walmart,Outdoor_Marketing,2,2
13003,68,731.91,146.382,Walmart,Digital_ad,8,9
1944,12,111.98,22.396,Walmart,Digital_ad,1,2
17500,29,215.99,43.198,Walmart,Digital_ad,1,1
41639,118,454.92,90.984,Walmart,PPC_Marketing,8,8
12659,23,163.99,32.798,Walmart,PPC_Marketing,1,1
39032,60,652.6,130.52,Walmart,PPC_Marketing,5,6
27505,51,96.99,19.398,Walmart,PPC_Marketing,1,1
2886,8,258.99,51.798,Walmart,PPC_Marketing,1,1
5094,8,243.98,48.796,Walmart,PPC_Marketing,2,2
39669,57,879.95,175.99,Walmart,PPC_Marketing,4,5
68724,202,2077.72,1038.86,Walmart,Outdoor_Marketing,15,18
20458,47,179.97,89.985,Walmart,Outdoor_Marketing,2,3
10240,23,199.99,99.995,Walmart,Outdoor_Marketing,1,1
19315,56,301.97,150.985,Walmart,Outdoor_Marketing,3,3
212775,397,1364.82,682.41,Walmart,Outdoor_Marketing,15,18
13071,36,570.97,285.485,Walmart,Outdoor_Marketing,3,3
